0x8000000L,mov     eax, [esp+mode]
0x8000752L,jmp     short loc_80006FA
0x8000754L,mov     esi, [esp+47Ch+var_468]; jumptable 08000383 case 110
0x8000758L,lea     eax, [ebx-1]
0x800075bL,mov     [esp+47Ch+var_44C], eax
0x800075fL,mov     edi, eax
0x8000761L,test    eax, eax
0x8000763L,js      loc_8001B03
0x8000769L,mov     eax, [esp+47Ch+var_470]
0x800076dL,inc     edi
0x800076eL,xor     eax, 0FFFFFFFFh
0x8000771L,cmp     eax, edi
0x8000773L,jbe     loc_80002B8
0x8000779L,mov     edx, [esp+47Ch+stream]
0x800077dL,test    edx, edx
0x800077fL,jz      loc_80009F6
0x8000785L,mov     eax, [esp+47Ch+var_44C]
0x8000789L,test    eax, eax
0x800078bL,jle     short loc_80007C0
0x800078dL,xor     ebx, ebx
0x800078fL,cmp     [esp+47Ch+var_460], 30h
0x8000794L,jz      short loc_80007D6
0x8000796L,mov     [esp+47Ch+ptr], edi
0x800079aL,mov     [esp+47Ch+var_468], esi
0x800079eL,mov     edi, [esp+47Ch+stream]
0x80007a2L,mov     esi, [esp+47Ch+var_44C]
0x80007a6L,inc     ebx
0x80007a7L,push    eax
0x80007a8L,push    eax
0x80007a9L,push    edi             ; stream
0x80007aaL,push    20h             ; c
0x80007acL,call    fputc
0x80007b1L,add     esp, 10h
0x80007b4L,cmp     ebx, esi
0x80007b6L,jnz     short loc_80007A6
0x80007b8L,mov     edi, [esp+47Ch+ptr]
0x80007bcL,mov     esi, [esp+47Ch+var_468]
0x80007c0L,push    eax
0x80007c1L,push    eax
0x80007c2L,mov     eax, [esp+484h+stream]
0x80007c6L,push    eax             ; stream
0x80007c7L,push    0Ah             ; c
0x80007c9L,call    fputc
0x80007ceL,add     esp, 10h
0x80007d1L,jmp     loc_80009F6
0x80007d6L,push    eax
0x80007d7L,push    eax
0x80007d8L,mov     eax, [esp+484h+stream]
0x80007dcL,inc     ebx
0x80007ddL,push    eax             ; stream
0x80007deL,push    30h             ; c
0x80007e0L,call    fputc
0x80007e5L,add     esp, 10h
0x80007e8L,cmp     ebx, [esp+47Ch+var_44C]
0x80007ecL,jnz     short loc_80007D6
0x80007eeL,jmp     short loc_80007C0
0x80007f0L,mov     [esp+47Ch+var_468], esi
0x80007f4L,mov     esi, [esp+47Ch+tp]; jumptable 08000383 case 115
0x80007fbL,lea     edi, [esp+47Ch+ps]
0x80007ffL,sub     esp, 0Ch
0x8000802L,mov     ecx, 0Bh
0x8000807L,rep movsd
0x8000809L,push    ebp
0x800080aL,call    rpl_mktime
0x800080fL,mov     [esp+48Ch+var_44C], eax
0x8000813L,add     esp, 10h
0x8000816L,mov     ecx, eax
0x8000818L,mov     esi, ebp
0x800081aL,mov     [esp+47Ch+var_450], ebx
0x800081eL,mov     [esp+47Ch+ptr], eax
0x8000822L,jmp     short loc_8000832
0x8000828L,mov     [esi], al
0x800082aL,test    edx, edx
0x800082cL,jz      loc_80015A0
0x8000832L,mov     eax, 66666667h
0x8000837L,mov     ebx, [esp+47Ch+ptr]
0x800083bL,imul    ecx
0x800083dL,mov     eax, ecx
0x800083fL,dec     esi
0x8000840L,sar     eax, 1Fh
0x8000843L,sar     edx, 2
0x8000846L,sub     edx, eax
0x8000848L,lea     eax, [edx+edx*4]
0x800084bL,add     eax, eax
0x800084dL,sub     ecx, eax
0x800084fL,test    ebx, ebx
0x8000851L,mov     edi, ecx
0x8000853L,mov     ecx, edx
0x8000855L,lea     eax, [edi+30h]
0x8000858L,jns     short loc_8000828
0x800085aL,mov     al, 30h
0x800085cL,mov     ebx, edi
0x800085eL,sub     eax, ebx
0x8000860L,jmp     short loc_8000828
0x8000862L,mov     [esp+47Ch+var_468], esi
0x8000866L,mov     [esp+47Ch+ptr], offset aHMS; jumptable 08000383 case 84
0x800086eL,jmp     loc_800066B
0x8000873L,mov     esi, [esp+47Ch+var_468]; jumptable 08000383 case 90
0x8000877L,mov     eax, edi
0x8000879L,test    al, al
0x800087bL,jnz     loc_8001855
0x8000881L,mov     byte ptr [esp+47Ch+var_450], 0
0x8000886L,mov     eax, [esp+47Ch+s]
0x800088aL,test    eax, eax
0x800088cL,jz      loc_8001BB8
0x8000892L,sub     esp, 0Ch
0x8000895L,push    eax             ; s
0x8000896L,call    strlen
0x800089bL,add     esp, 10h
0x800089eL,mov     [esp+47Ch+ptr], eax
0x80008a2L,mov     edi, ebx
0x80008a4L,sub     edi, eax
0x80008a6L,mov     edx, edi
0x80008a8L,test    edi, edi
0x80008aaL,js      loc_8001AD0
0x80008b0L,add     eax, edx
0x80008b2L,mov     ecx, eax
0x80008b4L,mov     [esp+47Ch+var_468], eax
0x80008b8L,mov     eax, [esp+47Ch+var_470]
0x80008bcL,xor     eax, 0FFFFFFFFh
0x80008bfL,cmp     eax, ecx
0x80008c1L,jbe     loc_80002B8
0x80008c7L,mov     ecx, [esp+47Ch+stream]
0x80008cbL,test    ecx, ecx
0x80008cdL,jz      short loc_8000921
0x80008cfL,test    edi, edi
0x80008d1L,jle     short loc_80008FA
0x80008d3L,xor     ebx, ebx
0x80008d5L,cmp     [esp+47Ch+var_460], 30h
0x80008daL,jz      short loc_8000938
0x80008dcL,mov     [esp+47Ch+var_460], esi
0x80008e0L,mov     esi, [esp+47Ch+stream]
0x80008e4L,inc     ebx
0x80008e5L,push    eax
0x80008e6L,push    eax
0x80008e7L,push    esi             ; stream
0x80008e8L,push    20h             ; c
0x80008eaL,call    fputc
0x80008efL,add     esp, 10h
0x80008f2L,cmp     ebx, edi
0x80008f4L,jnz     short loc_80008E4
0x80008f6L,mov     esi, [esp+47Ch+var_460]
0x80008faL,cmp     byte ptr [esp+47Ch+var_450], 0
0x80008ffL,jnz     loc_8001AAD
0x8000905L,cmp     byte ptr [esp+47Ch+var_45C], 0
0x800090aL,jz      loc_800186B
0x8000910L,mov     ecx, [esp+47Ch+ptr]
0x8000914L,mov     edx, [esp+47Ch+s]
0x8000918L,mov     eax, [esp+47Ch+stream]
0x800091cL,call    fwrite_uppcase
0x8000921L,mov     ecx, [esp+47Ch+var_468]
0x8000925L,mov     eax, [esp+47Ch+var_470]
0x8000929L,add     eax, ecx
0x800092bL,mov     [esp+47Ch+var_468], esi
0x800092fL,mov     [esp+47Ch+var_470], eax
0x8000933L,jmp     loc_8000250
0x8000938L,push    eax
0x8000939L,push    eax
0x800093aL,mov     edx, [esp+484h+stream]
0x800093eL,inc     ebx
0x800093fL,push    edx             ; stream
0x8000940L,push    30h             ; c
0x8000942L,call    fputc
0x8000947L,add     esp, 10h
0x800094aL,cmp     ebx, edi
0x800094cL,jnz     short loc_8000938
0x800094eL,jmp     short loc_80008FA
0x8000950L,mov     [esp+47Ch+var_468], esi
0x8000954L,xor     ecx, ecx
0x8000956L,mov     byte ptr [esp+47Ch+ptr], 70h; jumptable 08000383 case 80
0x800095bL,mov     byte ptr [esp+47Ch+var_450], 1
0x8000960L,mov     eax, edi
0x8000962L,test    al, al
0x8000964L,jz      short loc_8000970
0x8000966L,mov     byte ptr [esp+47Ch+var_45C], 0
0x800096bL,mov     byte ptr [esp+47Ch+var_450], 1
0x8000970L,mov     [esp+47Ch+var_438], 0
0x8000978L,jmp     loc_8000638
0x800097dL,mov     esi, [esp+47Ch+var_468]; jumptable 08000383 case 116
0x8000981L,lea     eax, [ebx-1]
0x8000984L,mov     [esp+47Ch+var_44C], eax
0x8000988L,mov     edi, eax
0x800098aL,test    eax, eax
0x800098cL,js      loc_8001AFC
0x8000992L,mov     eax, [esp+47Ch+var_470]
0x8000996L,inc     edi
0x8000997L,xor     eax, 0FFFFFFFFh
0x800099aL,cmp     eax, edi
0x800099cL,jbe     loc_80002B8
0x80009a2L,mov     edx, [esp+47Ch+stream]
0x80009a6L,test    edx, edx
0x80009a8L,jz      short loc_80009F6
0x80009aaL,mov     eax, [esp+47Ch+var_44C]
0x80009aeL,test    eax, eax
0x80009b0L,jle     short loc_80009E5
0x80009b2L,xor     ebx, ebx
0x80009b4L,cmp     [esp+47Ch+var_460], 30h
0x80009b9L,jz      short loc_8000A09
0x80009bbL,mov     [esp+47Ch+ptr], edi
0x80009bfL,mov     [esp+47Ch+var_468], esi
0x80009c3L,mov     edi, [esp+47Ch+stream]
0x80009c7L,mov     esi, [esp+47Ch+var_44C]
0x80009cbL,inc     ebx
0x80009ccL,push    eax
0x80009cdL,push    eax
0x80009ceL,push    edi             ; stream
0x80009cfL,push    20h             ; c
0x80009d1L,call    fputc
0x80009d6L,add     esp, 10h
0x80009d9L,cmp     esi, ebx
0x80009dbL,jnz     short loc_80009CB
0x80009ddL,mov     edi, [esp+47Ch+ptr]
0x80009e1L,mov     esi, [esp+47Ch+var_468]
0x80009e5L,push    eax
0x80009e6L,push    eax
0x80009e7L,mov     eax, [esp+484h+stream]
0x80009ebL,push    eax             ; stream
0x80009ecL,push    9               ; c
0x80009eeL,call    fputc
0x80009f3L,add     esp, 10h
0x80009f6L,mov     ecx, [esp+47Ch+var_470]
0x80009faL,mov     [esp+47Ch+var_468], esi
0x80009feL,add     ecx, edi
0x8000a00L,mov     [esp+47Ch+var_470], ecx
0x8000a04L,jmp     loc_8000250
0x8000a09L,push    eax
0x8000a0aL,push    eax
0x8000a0bL,mov     eax, [esp+484h+stream]
0x8000a0fL,inc     ebx
0x8000a10L,push    eax             ; stream
0x8000a11L,push    30h             ; c
0x8000a13L,call    fputc
0x8000a18L,add     esp, 10h
0x8000a1bL,cmp     ebx, [esp+47Ch+var_44C]
0x8000a1fL,jnz     short loc_8000A09
0x8000a21L,jmp     short loc_80009E5
0x8000a23L,mov     al, [esi-1]
0x8000a26L,mov     [esp+47Ch+var_468], esi
0x8000a2aL,mov     edx, [esp+47Ch+var_468]; jumptable 08000383 case 0
0x8000a2eL,dec     edx
0x8000a2fL,mov     [esp+47Ch+var_468], edx
0x8000a33L,jmp     loc_80003FA
0x8000a38L,mov     byte ptr [esp+47Ch+ptr], al
0x8000a3cL,mov     [esp+47Ch+var_468], esi
0x8000a40L,xor     ecx, ecx
0x8000a42L,mov     byte ptr [esp+47Ch+var_450], 0; jumptable 08000383 case 112
0x8000a47L,jmp     loc_8000960
0x8000a4cL,cmp     ecx, 45h        ; jumptable 08000383 case 83
0x8000a4fL,jz      loc_80003F8     ; jumptable 08000383 cases 1-57,59-66,68-70,74-76,79,81,91-97,102,105,111,113,118
0x8000a55L,mov     esi, [esp+47Ch+var_468]
0x8000a59L,mov     eax, [esp+47Ch+tp]
0x8000a60L,mov     [esp+47Ch+var_468], esi
0x8000a64L,mov     [esp+47Ch+var_438], 2
0x8000a6cL,cmp     ecx, 4Fh
0x8000a6fL,mov     edi, [eax]
0x8000a71L,setz    byte ptr [esp+47Ch+var_434]
0x8000a76L,xchg    ax, ax
0x8000a78L,mov     eax, edi
0x8000a7aL,mov     [esp+47Ch+ptr], edi
0x8000a7eL,shr     eax, 1Fh
0x8000a81L,xor     edi, edi
0x8000a83L,mov     [esp+47Ch+var_44C], eax
0x8000a87L,mov     byte ptr [esp+47Ch+var_430], 0
0x8000a8cL,mov     dl, byte ptr [esp+47Ch+var_434]
0x8000a90L,cmp     byte ptr [esp+47Ch+var_44C], dl
0x8000a94L,jnb     loc_8000C20
0x8000a9aL,mov     al, byte ptr [esp+47Ch+var_450]
0x8000a9eL,mov     byte ptr [esp+47Ch+var_450], 0
0x8000aa3L,mov     byte ptr [esp+47Ch+ptr], al
0x8000aa7L,jmp     loc_8000638
0x8000aacL,cmp     ecx, 45h        ; jumptable 08000383 case 109
0x8000aafL,jz      loc_80003F8     ; jumptable 08000383 cases 1-57,59-66,68-70,74-76,79,81,91-97,102,105,111,113,118
0x8000ab5L,mov     esi, [esp+47Ch+var_468]
0x8000ab9L,mov     eax, [esp+47Ch+tp]
0x8000ac0L,mov     [esp+47Ch+var_468], esi
0x8000ac4L,mov     byte ptr [esp+47Ch+var_430], 0
0x8000ac9L,mov     [esp+47Ch+var_438], 2
0x8000ad1L,mov     edi, [eax+10h]
0x8000ad4L,cmp     edi, 0FFFFFFFFh
0x8000ad7L,setl    byte ptr [esp+47Ch+var_44C]
0x8000adcL,lea     eax, [edi+1]
0x8000adfL,cmp     ecx, 4Fh
0x8000ae2L,mov     [esp+47Ch+ptr], eax
0x8000ae6L,setz    byte ptr [esp+47Ch+var_434]
0x8000aebL,xor     edi, edi
0x8000aedL,jmp     short loc_8000A8C
0x8000aefL,cmp     ecx, 45h        ; jumptable 08000383 case 108
0x8000af2L,jz      loc_80003F8     ; jumptable 08000383 cases 1-57,59-66,68-70,74-76,79,81,91-97,102,105,111,113,118
0x8000af8L,mov     edi, [esp+47Ch+var_454]
0x8000afcL,mov     eax, [esp+47Ch+var_460]
0x8000b00L,cmp     ecx, 4Fh
0x8000b03L,mov     [esp+47Ch+var_438], 2
0x8000b0bL,setz    byte ptr [esp+47Ch+var_434]
0x8000b10L,cmp     eax, 30h
0x8000b13L,jz      loc_8000A78
0x8000b19L,cmp     eax, 2Dh
0x8000b1cL,jz      loc_8000A78
0x8000b22L,mov     [esp+47Ch+var_460], 5Fh
0x8000b2aL,jmp     loc_8000A78
0x8000b2fL,cmp     ecx, 45h        ; jumptable 08000383 case 89
0x8000b32L,jnz     loc_8001A21
0x8000b38L,mov     [esp+47Ch+format], 20h
0x8000b3dL,mov     [esp+47Ch+var_429], 25h
0x8000b42L,mov     cl, 45h
0x8000b44L,mov     byte ptr [esp+47Ch+var_450], 0
0x8000b49L,mov     [esp+47Ch+var_438], 0
0x8000b51L,jmp     loc_800064E
0x8000b56L,cmp     ecx, 45h        ; jumptable 08000383 case 107
0x8000b59L,jz      loc_80003F8     ; jumptable 08000383 cases 1-57,59-66,68-70,74-76,79,81,91-97,102,105,111,113,118
0x8000b5fL,mov     esi, [esp+47Ch+var_468]
0x8000b63L,mov     eax, [esp+47Ch+tp]
0x8000b6aL,mov     [esp+47Ch+var_468], esi
0x8000b6eL,mov     edi, [eax+8]
0x8000b71L,jmp     short loc_8000AFC
0x8000b73L,cmp     ecx, 45h        ; jumptable 08000383 case 87
0x8000b76L,jz      loc_80003F8     ; jumptable 08000383 cases 1-57,59-66,68-70,74-76,79,81,91-97,102,105,111,113,118
0x8000b7cL,mov     esi, [esp+47Ch+var_468]
0x8000b80L,mov     eax, [esp+47Ch+tp]
0x8000b87L,mov     eax, [eax+18h]
0x8000b8aL,mov     [esp+47Ch+ptr], eax
0x8000b8eL,lea     edi, [eax+6]
0x8000b91L,mov     eax, 92492493h
0x8000b96L,imul    edi
0x8000b98L,mov     eax, edi
0x8000b9aL,add     edx, edi
0x8000b9cL,sar     eax, 1Fh
0x8000b9fL,sar     edx, 2
0x8000ba2L,sub     edx, eax
0x8000ba4L,lea     eax, ds:0[edx*8]
0x8000babL,sub     eax, edx
0x8000badL,mov     edx, [esp+47Ch+tp]
0x8000bb4L,sub     eax, edi
0x8000bb6L,mov     edx, [edx+1Ch]
0x8000bb9L,lea     edi, [eax+edx+7]
0x8000bbdL,mov     eax, 92492493h
0x8000bc2L,imul    edi
0x8000bc4L,lea     eax, [edx+edi]
0x8000bc7L,sar     eax, 2
0x8000bcaL,mov     edx, eax
0x8000bccL,mov     eax, edi
0x8000bceL,sar     eax, 1Fh
0x8000bd1L,mov     edi, edx
0x8000bd3L,sub     edi, eax
0x8000bd5L,mov     [esp+47Ch+var_468], esi
0x8000bd9L,cmp     ecx, 4Fh
0x8000bdcL,mov     [esp+47Ch+var_438], 2
0x8000be4L,setz    byte ptr [esp+47Ch+var_434]
0x8000be9L,jmp     loc_8000A78
0x8000beeL,mov     eax, [esp+47Ch+tp]
0x8000bf5L,mov     [esp+47Ch+var_468], esi
0x8000bf9L,mov     [esp+47Ch+var_438], 4
0x8000c01L,mov     edi, [eax+14h]
0x8000c04L,cmp     edi, 0FFFFF894h
0x8000c0aL,setl    byte ptr [esp+47Ch+var_44C]
0x8000c0fL,lea     eax, [edi+76Ch]
0x8000c15L,mov     [esp+47Ch+ptr], eax
0x8000c19L,xor     edi, edi
0x8000c1bL,mov     byte ptr [esp+47Ch+var_430], 0
0x8000c20L,cmp     byte ptr [esp+47Ch+var_44C], 0
0x8000c25L,jz      short loc_8000C2B
0x8000c27L,neg     [esp+47Ch+ptr]
0x8000c2bL,mov     esi, ebp
0x8000c2dL,mov     [esp+47Ch+var_450], ebx
0x8000c31L,lea     esi, [esi+0]
0x8000c38L,mov     ecx, esi
0x8000c3aL,test    edi, 1
0x8000c40L,jz      short loc_8000C47
0x8000c42L,dec     ecx
0x8000c43L,mov     byte ptr [esi-1], 3Ah
0x8000c47L,mov     eax, [esp+47Ch+ptr]
0x8000c4bL,xor     edx, edx
0x8000c4dL,mov     ebx, 0Ah
0x8000c52L,lea     esi, [ecx-1]
0x8000c55L,div     ebx
0x8000c57L,add     edx, 30h
0x8000c5aL,mov     eax, 0CCCCCCCDh
0x8000c5fL,sar     edi, 1
0x8000c61L,mov     [ecx-1], dl
0x8000c64L,mul     [esp+47Ch+ptr]
0x8000c68L,shr     edx, 3
0x8000c6bL,mov     [esp+47Ch+ptr], edx
0x8000c6fL,jnz     short loc_8000C38
0x8000c71L,test    edi, edi
0x8000c73L,jnz     short loc_8000C38
0x8000c75L,mov     ebx, [esp+47Ch+var_450]
0x8000c79L,mov     eax, [esp+47Ch+var_438]
0x8000c7dL,mov     [esp+47Ch+var_450], eax
0x8000c81L,cmp     eax, ebx
0x8000c83L,jge     short loc_8000C89
0x8000c85L,mov     [esp+47Ch+var_450], ebx
0x8000c89L,cmp     byte ptr [esp+47Ch+var_44C], 0
0x8000c8eL,jnz     loc_80015B4
0x8000c94L,mov     byte ptr [esp+47Ch+var_438], 2Bh
0x8000c99L,cmp     byte ptr [esp+47Ch+var_430], 0
0x8000c9eL,jz      loc_80015F2
0x8000ca4L,cmp     [esp+47Ch+var_460], 2Dh
0x8000ca9L,jz      loc_8001711
0x8000cafL,mov     eax, ebp
0x8000cb1L,mov     edi, [esp+47Ch+var_450]
0x8000cb5L,sub     eax, esi
0x8000cb7L,sub     edi, eax
0x8000cb9L,mov     [esp+47Ch+ptr], eax
0x8000cbdL,dec     edi
0x8000cbeL,test    edi, edi
0x8000cc0L,jle     loc_800179B
0x8000cc6L,mov     byte ptr [esp+47Ch+ptr], 1
0x8000ccbL,mov     eax, [esp+47Ch+var_470]
0x8000ccfL,xor     eax, 0FFFFFFFFh
0x8000cd2L,cmp     [esp+47Ch+var_460], 5Fh
0x8000cd7L,jz      loc_800162C
0x8000cddL,cmp     eax, [esp+47Ch+var_450]
0x8000ce1L,jbe     loc_80002B8
0x8000ce7L,cmp     byte ptr [esp+47Ch+ptr], 0
0x8000cecL,jz      loc_8000D84
0x8000cf2L,lea     ecx, [ebx-1]
0x8000cf5L,mov     [esp+47Ch+var_44C], ecx
0x8000cf9L,mov     edx, ecx
0x8000cfbL,test    ecx, ecx
0x8000cfdL,js      loc_8001864
0x8000d03L,lea     ecx, [edx+1]
0x8000d06L,mov     [esp+47Ch+ptr], ecx
0x8000d0aL,cmp     eax, ecx
0x8000d0cL,jbe     loc_80002B8
0x8000d12L,mov     eax, [esp+47Ch+stream]
0x8000d16L,test    eax, eax
0x8000d18L,jz      short loc_8000D76
0x8000d1aL,mov     ebx, [esp+47Ch+var_450]
0x8000d1eL,test    ebx, ebx
0x8000d20L,jnz     short loc_8000D61
0x8000d22L,mov     ecx, [esp+47Ch+var_44C]
0x8000d26L,test    ecx, ecx
0x8000d28L,jle     short loc_8000D61
0x8000d2aL,xor     ebx, ebx
0x8000d2cL,cmp     [esp+47Ch+var_460], 30h
0x8000d31L,jz      loc_8000E5B
0x8000d37L,mov     [esp+47Ch+var_434], esi
0x8000d3bL,mov     [esp+47Ch+var_430], edi
0x8000d3fL,mov     esi, [esp+47Ch+stream]
0x8000d43L,mov     edi, [esp+47Ch+var_44C]
0x8000d47L,inc     ebx
0x8000d48L,push    eax
0x8000d49L,push    eax
0x8000d4aL,push    esi             ; stream
0x8000d4bL,push    20h             ; c
0x8000d4dL,call    fputc
0x8000d52L,add     esp, 10h
0x8000d55L,cmp     edi, ebx
0x8000d57L,jnz     short loc_8000D47
0x8000d59L,mov     esi, [esp+47Ch+var_434]
0x8000d5dL,mov     edi, [esp+47Ch+var_430]
0x8000d61L,push    eax
0x8000d62L,push    eax
0x8000d63L,mov     edx, [esp+484h+stream]
0x8000d67L,push    edx             ; stream
0x8000d68L,movsx   eax, byte ptr [esp+488h+var_438]
0x8000d6dL,push    eax             ; c
0x8000d6eL,call    fputc
0x8000d73L,add     esp, 10h
0x8000d76L,mov     eax, [esp+47Ch+var_470]
0x8000d7aL,mov     ecx, [esp+47Ch+ptr]
0x8000d7eL,add     eax, ecx
0x8000d80L,mov     [esp+47Ch+var_470], eax
0x8000d84L,mov     eax, [esp+47Ch+stream]
0x8000d88L,xor     ebx, ebx
0x8000d8aL,test    eax, eax
0x8000d8cL,jz      short loc_8000DAE
0x8000d8eL,mov     [esp+47Ch+ptr], esi
0x8000d92L,mov     esi, [esp+47Ch+stream]
0x8000d96L,xchg    ax, ax
0x8000d98L,inc     ebx
0x8000d99L,push    eax
0x8000d9aL,push    eax
0x8000d9bL,push    esi             ; stream
0x8000d9cL,push    30h             ; c
0x8000d9eL,call    fputc
0x8000da3L,add     esp, 10h
0x8000da6L,cmp     ebx, edi
0x8000da8L,jnz     short loc_8000D98
0x8000daaL,mov     esi, [esp+47Ch+ptr]
0x8000daeL,mov     ebx, [esp+47Ch+var_470]
0x8000db2L,mov     eax, ebp
0x8000db4L,add     ebx, edi
0x8000db6L,sub     eax, esi
0x8000db8L,mov     [esp+47Ch+var_470], ebx
0x8000dbcL,mov     [esp+47Ch+ptr], eax
0x8000dc0L,xor     ebx, ebx
0x8000dc2L,mov     edi, ebx
0x8000dc4L,mov     ecx, [esp+47Ch+ptr]
0x8000dc8L,sub     edi, ecx
0x8000dcaL,mov     eax, edi
0x8000dccL,test    edi, edi
0x8000dceL,js      loc_800161E
0x8000dd4L,mov     edx, [esp+47Ch+ptr]
0x8000dd8L,add     eax, edx
0x8000ddaL,mov     ecx, eax
0x8000ddcL,mov     [esp+47Ch+var_44C], eax
0x8000de0L,mov     eax, [esp+47Ch+var_470]
0x8000de4L,xor     eax, 0FFFFFFFFh
0x8000de7L,cmp     eax, ecx
0x8000de9L,jbe     loc_80002B8
0x8000defL,mov     eax, [esp+47Ch+stream]
0x8000df3L,test    eax, eax
0x8000df5L,jz      short loc_8000E48
0x8000df7L,mov     eax, [esp+47Ch+var_450]
0x8000dfbL,test    eax, eax
0x8000dfdL,jnz     short loc_8000E2E
0x8000dffL,test    edi, edi
0x8000e01L,jle     short loc_8000E2E
0x8000e03L,xor     ebx, ebx
0x8000e05L,cmp     [esp+47Ch+var_460], 30h
0x8000e0aL,mov     [esp+47Ch+var_460], esi
0x8000e0eL,mov     esi, [esp+47Ch+stream]
0x8000e12L,jz      loc_8001580
0x8000e18L,inc     ebx
0x8000e19L,push    eax
0x8000e1aL,push    eax
0x8000e1bL,push    esi             ; stream
0x8000e1cL,push    20h             ; c
0x8000e1eL,call    fputc
0x8000e23L,add     esp, 10h
0x8000e26L,cmp     edi, ebx
0x8000e28L,jnz     short loc_8000E18
0x8000e2aL,mov     esi, [esp+47Ch+var_460]
0x8000e2eL,cmp     byte ptr [esp+47Ch+var_45C], 0
0x8000e33L,jz      loc_80015BE
0x8000e39L,mov     ecx, [esp+47Ch+ptr]
0x8000e3dL,mov     edx, esi
0x8000e3fL,mov     eax, [esp+47Ch+stream]
0x8000e43L,call    fwrite_uppcase
0x8000e48L,mov     ebx, [esp+47Ch+var_470]
0x8000e4cL,mov     ecx, [esp+47Ch+var_44C]
0x8000e50L,add     ebx, ecx
0x8000e52L,mov     [esp+47Ch+var_470], ebx
0x8000e56L,jmp     loc_8000250
0x8000e5bL,push    eax
0x8000e5cL,push    eax
0x8000e5dL,mov     eax, [esp+484h+stream]
0x8000e61L,inc     ebx
0x8000e62L,push    eax             ; stream
0x8000e63L,push    30h             ; c
0x8000e65L,call    fputc
0x8000e6aL,add     esp, 10h
0x8000e6dL,cmp     [esp+47Ch+var_44C], ebx
0x8000e71L,jnz     short loc_8000E5B
0x8000e73L,jmp     loc_8000D61
0x8000e78L,cmp     ecx, 45h        ; jumptable 08000383 case 100
0x8000e7bL,jz      loc_80003F8     ; jumptable 08000383 cases 1-57,59-66,68-70,74-76,79,81,91-97,102,105,111,113,118
0x8000e81L,mov     esi, [esp+47Ch+var_468]
0x8000e85L,mov     eax, [esp+47Ch+tp]
0x8000e8cL,cmp     ecx, 4Fh
0x8000e8fL,mov     [esp+47Ch+var_468], esi
0x8000e93L,setz    byte ptr [esp+47Ch+var_434]
0x8000e98L,mov     edi, [eax+0Ch]
0x8000e9bL,mov     [esp+47Ch+var_438], 2
0x8000ea3L,jmp     loc_8000A78
0x8000ea8L,mov     eax, [esp+47Ch+tp]
0x8000eafL,mov     edx, 51EB851Fh
0x8000eb4L,mov     [esp+47Ch+var_468], esi
0x8000eb8L,mov     [esp+47Ch+var_438], 2
0x8000ec0L,mov     ecx, [eax+14h]
0x8000ec3L,mov     eax, ecx
0x8000ec5L,imul    edx
0x8000ec7L,mov     eax, edx
0x8000ec9L,mov     edx, ecx
0x8000ecbL,sar     edx, 1Fh
0x8000eceL,sar     eax, 5
0x8000ed1L,sub     eax, edx
0x8000ed3L,mov     edx, ecx
0x8000ed5L,lea     edi, [eax+13h]
0x8000ed8L,lea     eax, [eax+eax*4]
0x8000edbL,lea     eax, [eax+eax*4]
0x8000edeL,shl     eax, 2
0x8000ee1L,sub     edx, eax
0x8000ee3L,mov     eax, edx
0x8000ee5L,shr     eax, 1Fh
0x8000ee8L,test    edi, edi
0x8000eeaL,mov     edx, eax
0x8000eecL,setnle  al
0x8000eefL,and     eax, edx
0x8000ef1L,cmp     ecx, 0FFFFF894h
0x8000ef7L,setl    byte ptr [esp+47Ch+var_44C]
0x8000efcL,sub     edi, eax
0x8000efeL,mov     [esp+47Ch+ptr], edi
0x8000f02L,jmp     loc_8000C19
0x8000f07L,cmp     ecx, 45h        ; jumptable 08000383 case 72
0x8000f0aL,jz      loc_80003F8     ; jumptable 08000383 cases 1-57,59-66,68-70,74-76,79,81,91-97,102,105,111,113,118
