0x0L,CMN             W1, #1  ; Alternative name is '$x'
0x4L,B.EQ            loc_14
0x1014L,STP             XZR, XZR, [X0,#0x10]
0x1018L,MOV             X24, X1
0x101cL,ADRP            X20, #loc_1000@PAGE
0x1020L,LDP             X4, X5, [X3]
0x1024L,LDP             X0, X1, [X3,#0x10]
0x1028L,LDR             W2, [X29,#arg_88]
0x102cL,ADD             X21, X20, #loc_1000@PAGEOFF
0x1030L,STR             W2, [X29,#arg_60]
0x1034L,STP             X4, X5, [X29,#arg_40]
0x1038L,STP             X0, X1, [X29,#arg_50]
0x103cL,BL              sub_103C
0x1040L,MOV             X22, X0
0x1044L,LDR             W0, [X21,#8]
0x1048L,LDR             X19, [X20,#loc_1000@PAGEOFF]
0x104cL,LDR             W23, [X22]
0x1050L,MOV             W25, W23
0x1054L,CBNZ            W0, loc_10A0
0x1058L,ADD             X0, X21, #0x10
0x105cL,CMP             X19, X0
0x1060L,B.EQ            loc_113C
0x1064L,MOV             X0, X19
0x1068L,MOV             X1, #0x10
0x113cL,MOV             X1, #0x10
0x1140L,MOV             X0, #0
0x106cL,BL              sub_106C
0x1070L,MOV             X19, X0
0x1074L,STR             X0, [X20,#loc_1000@PAGEOFF]
0x1078L,ADD             X20, X20, #loc_1000@PAGEOFF
0x107cL,MOV             X21, #1
0x1080L,MOV             W1, #0
0x1084L,LDR             W0, [X20,#8]
0x1088L,SUB             X2, X21, X0
0x108cL,UBFM            X2, X2, #0x3C, #0x3B
0x1090L,ADD             X0, X19, X0,LSL#4
0x1094L,BL              sub_1094
0x1098L,LDR             W25, [X22]
0x109cL,STR             W21, [X20,#8]
0x10a0L,LDR             X21, [X19]
0x10a4L,MOV             X2, X24
0x10a8L,LDR             X20, [X19,#8]
0x10acL,MOV             X3, #0xFFFFFFFFFFFFFFFF
0x10b0L,LDR             W4, [X29,#0x50]
0x10b4L,MOV             X1, X21
0x10b8L,MOV             X0, X20
0x10bcL,ADD             X5, X29, #0x50
0x10c0L,BL              quotearg_buffer_restyled
0x10c4L,STR             W25, [X22]
0x10c8L,CMP             X21, X0
0x10ccL,B.HI            loc_111C
0x10d0L,ADD             X21, X0, #1
0x10d4L,ADRP            X0, #loc_1000@PAGE
0x10d8L,ADD             X0, X0, #loc_1000@PAGEOFF
0x10dcL,STR             X21, [X19]
0x10e0L,ADD             X0, X0, #0x30
0x10e4L,CMP             X20, X0
0x10e8L,B.EQ            loc_10F4
0x10ecL,MOV             X0, X20
0x10f0L,BL              sub_10F0
0x10f4L,MOV             X0, X21
0x10f8L,BL              sub_10F8
0x10fcL,STR             X0, [X19,#8]
0x1100L,LDR             W4, [X29,#0x50]
0x1104L,MOV             X1, X21
0x1108L,MOV             X2, X24
0x110cL,MOV             X3, #0xFFFFFFFFFFFFFFFF
0x1110L,ADD             X5, X29, #0x50
0x1114L,MOV             X20, X0
0x1118L,BL              quotearg_buffer_restyled
0x111cL,STR             W23, [X22]
0x1120L,MOV             X0, X20
0x1124L,LDP             X21, X22, [SP,#arg_20]
0x1128L,LDP             X19, X20, [SP,#arg_10]
0x112cL,LDP             X23, X24, [SP,#arg_30]
0x1130L,LDR             X25, [SP,#arg_40]
0x1134L,LDP             X29, X30, [SP+arg_0],#0xA0
0x1138L,RET
0x1144L,BL              sub_1144
0x1148L,MOV             X19, X0
0x114cL,LDP             X0, X1, [X21,#0x10]
0x1150L,STR             X19, [X20,#loc_1000@PAGEOFF]
0x1154L,STP             X0, X1, [X19]
0x1158L,B               loc_1078
0x115cL,STP             X29, X30, [SP,#-0x10+var_80]!
0x1160L,UBFM            W1, W1, #0, #7
0x1164L,MOV             X29, SP
0x1168L,STP             X21, X22, [SP,#0x80+var_60]
0x116cL,ADRP            X22, #loc_1000@PAGE
0x1170L,UBFM            X6, X1, #5, #7
0x1174L,ADD             X7, X22, #loc_1000@PAGEOFF
0x1178L,AND             W1, W1, #0x1F
0x117cL,STP             X19, X20, [SP,#0x80+var_70]
0x1180L,ADD             X20, X29, #0x68
0x1184L,STR             X27, [SP,#0x80+var_30]
0x1188L,LDP             X2, X3, [X7,#0x10]
0x118cL,LDP             X4, X5, [X7]
0x1190L,ADD             X6, X20, X6,LSL#2
0x1194L,LDR             W7, [X7,#0x20]
0x1198L,STP             X2, X3, [X20,#0x10]
0x119cL,STR             W7, [X29,#0x80+var_s8]
0x11a0L,ADRP            X21, #loc_1000@PAGE
0x11a4L,STP             X4, X5, [X20]
0x11a8L,STP             X23, X24, [SP,#0x80+var_50]
0x11acL,MOV             X24, X0
0x11b0L,LDR             W0, [X6,#4]
0x11b4L,STP             X25, X26, [SP,#0x80+var_40]
0x11b8L,LSR             W3, W0, W1
0x11bcL,ADD             X23, X21, #loc_1000@PAGEOFF
0x11c0L,EOR             W3, W3, #1
0x11c4L,AND             W3, W3, #1
0x11c8L,LSL             W1, W3, W1
0x11ccL,EOR             W1, W1, W0
0x11d0L,STR             W1, [X6,#4]
0x11d4L,BL              sub_11D4
0x11d8L,MOV             X25, X0
0x11dcL,LDR             W0, [X23,#8]
0x11e0L,LDR             X19, [X21,#loc_1000@PAGEOFF]
0x11e4L,LDR             W26, [X25]
0x11e8L,MOV             W27, W26
0x11ecL,CBNZ            W0, loc_1238
0x11f0L,ADD             X0, X23, #0x10
0x11f4L,CMP             X19, X0
0x11f8L,B.EQ            loc_12D4
0x11fcL,MOV             X0, X19
0x1200L,MOV             X1, #0x10
0x12d4L,MOV             X1, #0x10
0x12d8L,MOV             X0, #0
0x1204L,BL              sub_1204
0x1208L,MOV             X19, X0
0x120cL,STR             X0, [X21,#loc_1000@PAGEOFF]
0x1210L,ADD             X21, X21, #loc_1000@PAGEOFF
0x1214L,MOV             X23, #1
0x1218L,MOV             W1, #0
0x121cL,LDR             W0, [X21,#8]
0x1220L,SUB             X2, X23, X0
0x1224L,UBFM            X2, X2, #0x3C, #0x3B
0x1228L,ADD             X0, X19, X0,LSL#4
0x122cL,BL              sub_122C
0x1230L,LDR             W27, [X25]
0x1234L,STR             W23, [X21,#8]
0x1238L,LDR             X23, [X19]
0x123cL,MOV             X2, X24
0x1240L,LDR             X21, [X19,#8]
0x1244L,MOV             X3, #0xFFFFFFFFFFFFFFFF
0x1248L,LDR             W4, [X29,#0x68]
0x124cL,MOV             X1, X23
0x1250L,MOV             X0, X21
0x1254L,MOV             X5, X20
0x1258L,BL              quotearg_buffer_restyled
0x125cL,STR             W27, [X25]
0x1260L,CMP             X23, X0
0x1264L,B.HI            loc_12B0
0x1268L,ADD             X22, X22, #loc_1000@PAGEOFF
0x126cL,ADD             X23, X0, #1
0x1270L,ADD             X22, X22, #0x30
0x1274L,STR             X23, [X19]
0x1278L,CMP             X21, X22
0x127cL,B.EQ            loc_1288
0x1280L,MOV             X0, X21
0x1284L,BL              sub_1284
0x1288L,MOV             X0, X23
0x128cL,BL              sub_128C
0x1290L,STR             X0, [X19,#8]
0x1294L,LDR             W4, [X29,#0x68]
0x1298L,MOV             X1, X23
0x129cL,MOV             X2, X24
0x12a0L,MOV             X3, #0xFFFFFFFFFFFFFFFF
0x12a4L,MOV             X5, X20
0x12a8L,MOV             X21, X0
0x12acL,BL              quotearg_buffer_restyled
0x12b0L,STR             W26, [X25]
0x12b4L,MOV             X0, X21
0x12b8L,LDP             X19, X20, [SP,#arg_10]
0x12bcL,LDP             X21, X22, [SP,#arg_20]
0x12c0L,LDP             X23, X24, [SP,#arg_30]
0x12c4L,LDP             X25, X26, [SP,#arg_40]
0x12c8L,LDR             X27, [SP,#arg_50]
0x12ccL,LDP             X29, X30, [SP+arg_0],#0x90
0x12d0L,RET
0x12dcL,BL              sub_12DC
0x12e0L,MOV             X19, X0
0x12e4L,LDP             X0, X1, [X23,#0x10]
0x12e8L,STR             X19, [X21,#loc_1000@PAGEOFF]
0x12ecL,STP             X0, X1, [X19]
0x12f0L,B               loc_1210
0x12f4L,STP             X29, X30, [SP,#-0x10+var_80]!
0x12f8L,MOV             X29, SP
0x12fcL,STP             X21, X22, [SP,#0x80+var_60]
0x1300L,ADRP            X21, #loc_1000@PAGE
0x1304L,ADD             X22, X29, #0x68
0x1308L,ADD             X1, X21, #loc_1000@PAGEOFF
0x130cL,STR             X27, [SP,#0x80+var_30]
0x1310L,STP             X25, X26, [SP,#0x80+var_40]
0x1314L,MOV             X26, X0
0x1318L,LDP             X4, X5, [X1]
0x131cL,STP             X4, X5, [X22]
0x1320L,LDP             X2, X3, [X1,#0x10]
0x1324L,LDR             W4, [X29,#0x80+var_10]
0x1328L,STP             X2, X3, [X22,#0x10]
0x132cL,EOR             X3, X4, #0x4000000
0x1330L,LDR             W0, [X1,#0x20]
0x1334L,UBFM            X1, X3, #0x1A, #0x1A
0x1338L,STR             W0, [X29,#0x80+var_s8]
0x133cL,STP             X19, X20, [SP,#0x80+var_70]
0x1340L,EOR             W1, W4, W1,LSL#26
0x1344L,ADRP            X20, #loc_1000@PAGE
0x1348L,STP             X23, X24, [SP,#0x80+var_50]
0x134cL,ADD             X23, X20, #loc_1000@PAGEOFF
0x1350L,STR             W1, [X29,#0x80+var_10]
0x1354L,BL              sub_1354
0x1358L,MOV             X24, X0
0x135cL,LDR             X19, [X20,#loc_1000@PAGEOFF]
0x1360L,LDR             W0, [X23,#8]
0x1364L,LDR             W25, [X24]
0x1368L,MOV             W27, W25
0x136cL,CBNZ            W0, loc_13B8
0x1370L,ADD             X0, X23, #0x10
0x1374L,CMP             X19, X0
0x1378L,B.EQ            loc_1454
0x137cL,MOV             X0, X19
0x1380L,MOV             X1, #0x10
0x1454L,MOV             X1, #0x10
0x1458L,MOV             X0, #0
0x1384L,BL              sub_1384
0x1388L,MOV             X19, X0
0x138cL,STR             X0, [X20,#loc_1000@PAGEOFF]
0x1390L,ADD             X20, X20, #loc_1000@PAGEOFF
0x1394L,MOV             X23, #1
0x1398L,MOV             W1, #0
0x139cL,LDR             W0, [X20,#8]
0x13a0L,SUB             X2, X23, X0
0x13a4L,UBFM            X2, X2, #0x3C, #0x3B
0x13a8L,ADD             X0, X19, X0,LSL#4
0x13acL,BL              sub_13AC
0x13b0L,LDR             W27, [X24]
0x13b4L,STR             W23, [X20,#8]
0x13b8L,LDR             X23, [X19]
0x13bcL,MOV             X2, X26
0x13c0L,LDR             X20, [X19,#8]
0x13c4L,MOV             X3, #0xFFFFFFFFFFFFFFFF
0x13c8L,LDR             W4, [X29,#0x68]
0x13ccL,MOV             X1, X23
0x13d0L,MOV             X0, X20
0x13d4L,MOV             X5, X22
0x13d8L,BL              quotearg_buffer_restyled
0x13dcL,STR             W27, [X24]
0x13e0L,CMP             X23, X0
0x13e4L,B.HI            loc_1430
0x13e8L,ADD             X21, X21, #loc_1000@PAGEOFF
0x13ecL,ADD             X23, X0, #1
0x13f0L,ADD             X21, X21, #0x30
0x13f4L,STR             X23, [X19]
0x13f8L,CMP             X20, X21
0x13fcL,B.EQ            loc_1408
0x1400L,MOV             X0, X20
0x1404L,BL              sub_1404
0x1408L,MOV             X0, X23
0x140cL,BL              sub_140C
0x1410L,STR             X0, [X19,#8]
0x1414L,LDR             W4, [X29,#0x68]
0x1418L,MOV             X1, X23
0x141cL,MOV             X2, X26
0x1420L,MOV             X3, #0xFFFFFFFFFFFFFFFF
0x1424L,MOV             X5, X22
0x1428L,MOV             X20, X0
0x142cL,BL              quotearg_buffer_restyled
0x1430L,STR             W25, [X24]
0x1434L,MOV             X0, X20
0x1438L,LDP             X21, X22, [SP,#arg_20]
0x143cL,LDP             X19, X20, [SP,#arg_10]
0x1440L,LDP             X23, X24, [SP,#arg_30]
0x1444L,LDP             X25, X26, [SP,#arg_40]
0x1448L,LDR             X27, [SP,#arg_50]
0x144cL,LDP             X29, X30, [SP+arg_0],#0x90
0x1450L,RET
0x145cL,BL              sub_145C
0x1460L,MOV             X19, X0
0x1464L,LDP             X0, X1, [X23,#0x10]
0x1468L,STR             X19, [X20,#loc_1000@PAGEOFF]
0x146cL,STP             X0, X1, [X19]
0x1470L,B               loc_1390
0x0L,LDR             W3, [X0,#0x400]; Alternative name is '$x'
0x4L,SUB             SP, SP, #0x20
0x8L,LDR             W12, [X0,#0x404]
0xcL,MOV             X2, X0
0x10L,LDR             W14, [X0,#0x408]
0x14L,ADD             X15, X0, #0x400
0x18L,LDR             W10, [X0,#0x40C]
0x1cL,LDR             W9, [X0,#0x410]
0x20L,LDR             W8, [X0,#0x414]
0x24L,LDR             W7, [X0,#0x418]
0x28L,LDR             W6, [X0,#0x41C]
0x2cL,LDR             W4, [X1]
0x30L,ADD             X1, X1, #0x20
0x34L,LDUR            W11, [X1,#-0x1C]
0x38L,ADD             X2, X2, #0x20
0x3cL,ADD             W3, W3, W4
0x40L,CMP             X2, X15
0x44L,ADD             W11, W12, W11
0x48L,LDUR            W5, [X1,#-0x18]
0x4cL,LDUR            W13, [X1,#-0x14]
0x50L,EOR             W3, W3, W11,LSL#11
0x54L,ADD             W4, W14, W5
0x58L,LDUR            W12, [X1,#-0x10]
0x5cL,ADD             W5, W4, W11
0x60L,ADD             W13, W3, W13
0x64L,ADD             W10, W13, W10
0x68L,EOR             W5, W5, W4,LSR#2
0x6cL,LDUR            W11, [X1,#-0xC]
0x70L,ADD             W12, W5, W12
0x74L,ADD             W4, W10, W4
0x78L,ADD             W9, W12, W9
0x7cL,EOR             W4, W4, W10,LSL#8
0x80L,LDUR            W12, [X1,#-8]
0x84L,ADD             W11, W4, W11
0x88L,ADD             W10, W9, W10
0x8cL,ADD             W8, W11, W8
0x90L,EOR             W10, W10, W9,LSR#16
0x94L,LDUR            W11, [X1,#-4]
0x98L,ADD             W12, W10, W12
0x9cL,ADD             W9, W8, W9
0xa0L,ADD             W7, W12, W7
0xa4L,EOR             W9, W9, W8,LSL#10
0xa8L,ADD             W8, W7, W8
0xacL,ADD             W11, W9, W11
0xb0L,EOR             W8, W8, W7,LSR#4
0xb4L,ADD             W6, W11, W6
0xb8L,ADD             W3, W8, W3
0xbcL,ADD             W7, W6, W7
0xc0L,STUR            W10, [X2,#-0x14]
0xc4L,EOR             W7, W7, W6,LSL#8
0xc8L,ADD             W6, W6, W3
0xccL,EOR             W6, W6, W3,LSR#9
0xd0L,ADD             W12, W7, W5
0xd4L,ADD             W14, W6, W4
0xd8L,ADD             W3, W12, W3
0xdcL,STUR            W12, [X2,#-0x1C]
0xe0L,STUR            W14, [X2,#-0x18]
0xe4L,STUR            W3, [X2,#-0x20]
0xe8L,STUR            W9, [X2,#-0x10]
0xecL,STUR            W8, [X2,#-0xC]
0xf0L,STUR            W7, [X2,#-8]
0xf4L,STUR            W6, [X2,#-4]
0xf8L,B.NE            loc_2C
0xfcL,STR             W9, [SP,#0x20+var_20]
0x100L,ADD             X1, SP, #0x20+var_10
0x104L,STR             W8, [SP,#0x20+var_20+4]
0x108L,ADD             X0, X0, #0x410
0x10cL,STR             W7, [SP,#0x20+var_20+8]
0x110L,STR             W6, [SP,#0x20+var_20+0xC]
0x114L,STR             W3, [SP,#0x20+var_10]
0x118L,STR             W12, [SP,#0x20+var_C]
0x11cL,STR             W14, [SP,#0x20+var_8]
0x120L,STR             W10, [SP,#0x20+var_4]
0x124L,LDR             Q0, [SP,#0x20+var_20]
0x128L,ADD             SP, SP, #0x20
0x12cL,LDR             Q1, [X1]
0x130L,STR             Q1, [X2]
0x134L,STR             Q0, [X0]
0x138L,RET
0x13cL,LDR             W2, [X0,#0x428]
0x140L,ADD             X11, X0, #0x200
0x144L,LDR             W3, [X0,#0x424]
0x148L,MOV             X4, X0
0x14cL,ADD             W2, W2, #1
0x150L,LDR             W5, [X0,#0x420]
0x154L,STR             W2, [X0,#0x428]
0x158L,MOV             X9, X11
0x15cL,ADD             W2, W2, W3
0x160L,LDR             W7, [X4]
0x164L,EOR             W5, W5, W5,LSL#13
0x168L,LDR             W6, [X9]
0x16cL,ADD             X4, X4, #0x10
0x170L,AND             X3, X7, #0x3FC
0x174L,ADD             X1, X1, #0x10
0x178L,ADD             W5, W5, W6
0x17cL,ADD             X9, X9, #0x10
0x180L,CMP             X4, X11
0x184L,LDR             W6, [X0,X3]
0x188L,EOR             W10, W5, W5,LSR#6
0x18cL,ADD             W5, W5, W6
0x190L,ADD             W2, W5, W2
0x194L,STUR            W2, [X4,#-0x10]
0x198L,UBFM            W2, W2, #8, #0x1F
0x19cL,AND             X2, X2, #0x3FC
0x1a0L,LDR             W3, [X0,X2]
0x1a4L,ADD             W3, W7, W3
0x1a8L,STUR            W3, [X1,#-0x10]
0x1acL,LDUR            W8, [X4,#-0xC]
0x1b0L,LDUR            W2, [X9,#-0xC]
0x1b4L,AND             X5, X8, #0x3FC
0x1b8L,ADD             W2, W10, W2
0x1bcL,LDR             W5, [X0,X5]
0x1c0L,EOR             W7, W2, W2,LSL#2
0x1c4L,ADD             W2, W2, W5
0x1c8L,ADD             W2, W2, W3
0x1ccL,STUR            W2, [X4,#-0xC]
0x1d0L,UBFM            W2, W2, #8, #0x1F
0x1d4L,AND             X2, X2, #0x3FC
0x1d8L,LDR             W2, [X0,X2]
0x1dcL,ADD             W8, W8, W2
0x1e0L,STUR            W8, [X1,#-0xC]
0x1e4L,LDUR            W6, [X4,#-8]
0x1e8L,LDUR            W2, [X9,#-8]
0x1ecL,AND             X3, X6, #0x3FC
0x1f0L,ADD             W7, W7, W2
0x1f4L,LDR             W10, [X0,X3]
0x1f8L,EOR             W5, W7, W7,LSR#16
0x1fcL,ADD             W7, W7, W10
0x200L,ADD             W7, W7, W8
0x204L,STUR            W7, [X4,#-8]
0x208L,UBFM            W7, W7, #8, #0x1F
0x20cL,AND             X7, X7, #0x3FC
0x210L,LDR             W3, [X0,X7]
0x214L,ADD             W6, W6, W3
0x218L,STUR            W6, [X1,#-8]
0x21cL,LDUR            W2, [X4,#-4]
0x220L,LDUR            W3, [X9,#-4]
0x224L,AND             X7, X2, #0x3FC
0x228L,ADD             W5, W5, W3
0x22cL,LDR             W3, [X0,X7]
0x230L,ADD             W3, W5, W3
0x234L,ADD             W3, W3, W6
0x238L,STUR            W3, [X4,#-4]
0x23cL,UBFM            W3, W3, #8, #0x1F
0x240L,AND             X3, X3, #0x3FC
0x244L,LDR             W3, [X0,X3]
0x248L,ADD             W2, W2, W3
0x24cL,STUR            W2, [X1,#-4]
0x250L,B.CC            loc_160
0x254L,ADD             X11, X0, #0x400
0x258L,SUB             X9, X4, #0x200
0x25cL,LDR             W7, [X4]
0x260L,EOR             W5, W5, W5,LSL#13
0x264L,LDR             W6, [X9]
0x268L,ADD             X4, X4, #0x10
0x26cL,AND             X3, X7, #0x3FC
0x270L,ADD             X1, X1, #0x10
0x274L,ADD             W5, W5, W6
0x278L,ADD             X9, X9, #0x10
0x27cL,CMP             X4, X11
0x280L,LDR             W6, [X0,X3]
0x284L,EOR             W10, W5, W5,LSR#6
0x288L,ADD             W5, W5, W6
0x28cL,ADD             W2, W5, W2
0x290L,STUR            W2, [X4,#-0x10]
0x294L,UBFM            W2, W2, #8, #0x1F
0x298L,AND             X2, X2, #0x3FC
0x29cL,LDR             W3, [X0,X2]
0x2a0L,ADD             W3, W7, W3
0x2a4L,STUR            W3, [X1,#-0x10]
0x2a8L,LDUR            W8, [X4,#-0xC]
0x2acL,LDUR            W2, [X9,#-0xC]
0x2b0L,AND             X5, X8, #0x3FC
0x2b4L,ADD             W2, W10, W2
0x2b8L,LDR             W5, [X0,X5]
0x2bcL,EOR             W7, W2, W2,LSL#2
0x2c0L,ADD             W2, W2, W5
0x2c4L,ADD             W2, W2, W3
0x2c8L,STUR            W2, [X4,#-0xC]
0x2ccL,UBFM            W2, W2, #8, #0x1F
0x2d0L,AND             X2, X2, #0x3FC
0x2d4L,LDR             W2, [X0,X2]
0x2d8L,ADD             W8, W8, W2
0x2dcL,STUR            W8, [X1,#-0xC]
0x2e0L,LDUR            W6, [X4,#-8]
0x2e4L,LDUR            W2, [X9,#-8]
0x2e8L,AND             X3, X6, #0x3FC
0x2ecL,ADD             W7, W7, W2
0x2f0L,LDR             W10, [X0,X3]
0x2f4L,EOR             W5, W7, W7,LSR#16
0x2f8L,ADD             W7, W7, W10
0x2fcL,ADD             W7, W7, W8
0x300L,STUR            W7, [X4,#-8]
0x304L,UBFM            W7, W7, #8, #0x1F
0x308L,AND             X7, X7, #0x3FC
0x30cL,LDR             W3, [X0,X7]
0x310L,ADD             W6, W6, W3
0x314L,STUR            W6, [X1,#-8]
0x318L,LDUR            W2, [X4,#-4]
0x31cL,LDUR            W3, [X9,#-4]
0x320L,AND             X7, X2, #0x3FC
0x324L,ADD             W5, W5, W3
0x328L,LDR             W3, [X0,X7]
0x32cL,ADD             W3, W5, W3
0x330L,ADD             W3, W3, W6
0x334L,STUR            W3, [X4,#-4]
0x338L,UBFM            W3, W3, #8, #0x1F
0x33cL,AND             X3, X3, #0x3FC
0x340L,LDR             W3, [X0,X3]
0x344L,ADD             W2, W2, W3
0x348L,STUR            W2, [X1,#-4]
0x34cL,B.CC            loc_25C
0x350L,STR             W5, [X0,#0x420]
0x354L,STR             W2, [X0,#0x424]
0x358L,RET
0x35cL,STP             X29, X30, [SP,#-0x10+var_30]!
0x360L,MOV             W1, #0
0x364L,MOV             X29, SP
0x368L,STP             X19, X20, [SP,#0x30+var_20]
0x36cL,MOV             X20, #0x400
0x370L,MOV             X19, X0
0x374L,MOV             X2, X20
0x378L,STP             X21, X22, [SP,#0x30+var_10]
0x37cL,BL              sub_37C
0x380L,ADRP            X0, #isaac_mix@PAGE
0x384L,ADD             X1, X19, X20
0x388L,ADD             X0, X0, #isaac_mix@PAGEOFF
0x38cL,LDP             X2, X3, [X0,#0x10]
0x390L,LDP             X4, X5, [X0]
0x394L,STP             X2, X3, [X1,#0x10]
0x398L,STP             X4, X5, [X1]
0x39cL,STR             WZR, [X19,#0x428]
0x3a0L,STR             WZR, [X19,#0x424]
0x3a4L,STR             WZR, [X19,#0x420]
0x3a8L,BL              sub_3A8
0x3acL,STR             W0, [X29,#0x38]
0x3b0L,LDR             W1, [X19,#0x428]
0x3b4L,SUB             X2, X20, X1
0x3b8L,CMP             X2, #3
0x3bcL,B.HI            loc_FE4
0x3c0L,CBZ             X2, loc_40C
0x3c4L,LDRB            W3, [X19,X1]
0x3c8L,CMP             X2, #1
0x3ccL,LDRB            W0, [X29,#0x38]
0x3d0L,EOR             W0, W3, W0
0x3d4L,STRB            W0, [X19,X1]
0x3d8L,B.EQ            loc_40C
0x3dcL,ADD             X0, X1, #1
0x3e0L,LDRB            W3, [X29,#0x39]
0x3e4L,CMP             X2, #3
0x3e8L,LDRB            W4, [X19,X0]
0x3ecL,EOR             W3, W4, W3
0x3f0L,STRB            W3, [X19,X0]
0x3f4L,B.NE            loc_40C
0x3f8L,ADD             X1, X1, #2
0x3fcL,LDRB            W0, [X29,#0x3A]
0x400L,LDRB            W3, [X19,X1]
