0x8000000L,mov     eax, [esp+mode]
0x8000815L,fmul    ds:flt_800178C
0x800081bL,jmp     short loc_8000851
0x8000820L,test    byte ptr [esp+0ACh+arg_C], 8
0x8000828L,jz      loc_8000440
0x800082eL,mov     eax, [esp+0ACh+s]
0x8000835L,cmp     byte ptr [eax+esi-1], 30h
0x800083aL,jnz     loc_8000448
0x8000840L,fmul    ds:flt_800178C
0x8000846L,cmp     [esp+0ACh+var_7C], 1
0x800084bL,jz      loc_80008F8
0x8000851L,fld     ds:tbyte_8001790
0x8000857L,fucomp  st(1)
0x8000859L,fnstsw  ax
0x800085bL,test    ah, 45h
0x800085eL,jnz     loc_80008F8
0x8000864L,fld     ds:flt_8001788
0x800086aL,fxch    st(1)
0x800086cL,fucom   st(1)
0x800086eL,fnstsw  ax
0x8000870L,test    ah, 5
0x8000873L,jz      loc_8000E10
0x8000879L,fstp    st(1)
0x800087bL,fnstcw  [esp+0ACh+var_4E]
0x800087fL,mov     ax, [esp+0ACh+var_4E]
0x8000884L,mov     ah, 0Ch
0x8000886L,mov     [esp+0ACh+var_50], ax
0x800088bL,fld     st
0x800088dL,fldcw   [esp+0ACh+var_50]
0x8000891L,fistp   [esp+0ACh+var_5C]
0x8000895L,fldcw   [esp+0ACh+var_4E]
0x8000899L,mov     ecx, dword ptr [esp+0ACh+var_5C]
0x800089dL,mov     ebx, dword ptr [esp+0ACh+var_5C+4]
0x80008a1L,mov     esi, [esp+0ACh+var_7C]
0x80008a5L,xor     eax, eax
0x80008a7L,xor     edx, edx
0x80008a9L,test    esi, esi
0x80008abL,jnz     short loc_80008D8
0x80008adL,mov     dword ptr [esp+0ACh+var_AC], ecx
0x80008b0L,mov     dword ptr [esp+0ACh+var_AC+4], ebx
0x80008b4L,fild    qword ptr [esp+0ACh+var_AC]
0x80008b7L,test    ebx, ebx
0x80008b9L,js      loc_80012A7
0x80008bfL,fucompp
0x80008c1L,fnstsw  ax
0x80008c3L,and     ah, 45h
0x80008c6L,xor     ah, 40h
0x80008c9L,setnz   al
0x80008ccL,and     eax, 0FFh
0x80008d1L,xor     edx, edx
0x80008d3L,jmp     short loc_80008DA
0x80008d8L,fstp    st
0x80008daL,add     eax, ecx
0x80008dcL,adc     edx, ebx
0x80008deL,mov     dword ptr [esp+0ACh+var_AC], eax
0x80008e1L,mov     dword ptr [esp+0ACh+var_AC+4], edx
0x80008e5L,test    edx, edx
0x80008e7L,fild    qword ptr [esp+0ACh+var_AC]
0x80008eaL,jns     short loc_80008F8
0x80008ecL,fadd    ds:flt_8001784
0x80008f2L,lea     esi, [esi+0]
0x80008f8L,fdiv    ds:flt_800178C
0x80008feL,sub     esp, 18h
0x8000901L,xor     edi, edi
0x8000903L,fstp    [esp+0C4h+var_C4]
0x8000906L,push    offset format   ; "%.0Lf"
0x800090bL,mov     ecx, [esp+0C8h+s]
0x8000912L,push    ecx             ; s
0x8000913L,call    sprintf
0x8000918L,add     esp, 14h
0x800091bL,mov     ebx, [esp+0B8h+s]
0x8000922L,push    ebx             ; s
0x8000923L,call    strlen
0x8000928L,add     esp, 10h
0x800092bL,mov     esi, eax
0x800092dL,jmp     loc_8000450
0x8000938L,fadd    ds:flt_8001784
0x800093eL,jmp     loc_800015F
0x8000948L,fadd    ds:flt_8001784
0x800094eL,mov     dword ptr [esp+0ACh+var_AC], esi
0x8000951L,mov     dword ptr [esp+0ACh+var_AC+4], edi
0x8000955L,test    edi, edi
0x8000957L,fild    qword ptr [esp+0ACh+var_AC]
0x800095aL,jns     loc_8000145
0x8000960L,fadd    ds:flt_8001784
0x8000966L,jmp     loc_8000145
0x8000970L,cmp     [esp+0ACh+var_98], 0
0x8000975L,ja      short loc_800098A
0x8000977L,mov     [esp+0ACh+var_8C], 0
0x800097fL,cmp     [esp+0ACh+var_9C], 1
0x8000984L,jbe     loc_8000495
0x800098aL,mov     eax, [esp+0ACh+var_80]
0x800098eL,cmp     [esp+0ACh+var_98], eax
0x8000992L,jnb     loc_8000B28
0x8000998L,mov     [esp+0ACh+var_8C], 1
0x80009a0L,jmp     loc_8000495
0x80009a8L,sub     esp, 18h
0x80009abL,fld     st
0x80009adL,fstp    [esp+0C4h+var_C4]
0x80009b0L,fstp    [esp+0C4h+var_AC]
0x80009b4L,push    offset a_1lf    ; "%.1Lf"
0x80009b9L,mov     ebx, [esp+0C8h+s]
0x80009c0L,push    ebx             ; s
0x80009c1L,call    sprintf
0x80009c6L,add     esp, 14h
0x80009c9L,mov     esi, [esp+0B8h+s]
0x80009d0L,push    esi             ; s
0x80009d1L,call    strlen
0x80009d6L,add     esp, 10h
0x80009d9L,mov     esi, eax
0x80009dbL,mov     edi, [esp+0ACh+var_78]
0x80009dfL,xor     eax, eax
0x80009e1L,mov     ebp, [esp+0ACh+var_74]
0x80009e5L,inc     edi
0x80009e6L,test    ebp, ebp
0x80009e8L,setz    al
0x80009ebL,fld     [esp+0ACh+var_AC]
0x80009eeL,lea     eax, [edi+eax+1]
0x80009f2L,cmp     eax, esi
0x80009f4L,jnb     loc_8000820
0x80009faL,fmul    ds:flt_800178C
0x8000a00L,jmp     loc_80008F8
0x8000a08L,mov     ebp, [esp+0ACh+var_90]
0x8000a0cL,mov     [esp+0ACh+var_8C], 0FFFFFFFFh
0x8000a14L,cmp     [esp+0ACh+var_7C], 1
0x8000a19L,jz      loc_8000DC8
0x8000a1fL,mov     eax, [esp+0ACh+var_7C]
0x8000a23L,test    eax, eax
0x8000a25L,jnz     loc_8000AE0
0x8000a2bL,lea     eax, [edi+esi]
0x8000a2eL,test    eax, eax
0x8000a30L,setnle  al
0x8000a33L,test    al, al
0x8000a35L,jz      loc_8000AE0
0x8000a3bL,add     dword ptr [esp+0ACh+var_AC], 1
0x8000a3fL,mov     esi, [esp+0ACh+var_6C]
0x8000a43L,adc     dword ptr [esp+0ACh+var_AC+4], 0
0x8000a48L,test    esi, esi
0x8000a4aL,jz      loc_8000AE0
0x8000a50L,mov     esi, dword ptr [esp+0ACh+var_AC]
0x8000a53L,mov     edi, dword ptr [esp+0ACh+var_AC+4]
0x8000a57L,mov     edx, edi
0x8000a59L,mov     ecx, [esp+0ACh+var_84]
0x8000a5dL,mov     ebx, [esp+0ACh+var_80]
0x8000a61L,mov     eax, esi
0x8000a63L,xor     edx, ebx
0x8000a65L,xor     eax, ecx
0x8000a67L,or      edx, eax
0x8000a69L,jnz     short loc_8000AE0
0x8000a6bL,cmp     [esp+0ACh+var_8C], 8
0x8000a70L,jz      short loc_8000AE0
0x8000a72L,mov     ebx, [esp+0ACh+var_8C]
0x8000a76L,mov     dword ptr [esp+0ACh+var_AC], 1
0x8000a7dL,inc     ebx
0x8000a7eL,mov     dword ptr [esp+0ACh+var_AC+4], 0
0x8000a86L,mov     [esp+0ACh+var_8C], ebx
0x8000a8aL,test    byte ptr [esp+0ACh+arg_C], 8
0x8000a92L,jnz     short loc_8000AE0
0x8000a94L,mov     edx, [esp+0ACh+var_78]
0x8000a98L,mov     byte ptr [ebp-1], 30h
0x8000a9cL,mov     eax, edx
0x8000a9eL,mov     esi, [esp+0ACh+var_70]
0x8000aa2L,xor     eax, 0FFFFFFFFh
0x8000aa5L,add     ebp, eax
0x8000aa7L,cmp     edx, 4
0x8000aaaL,mov     edi, ebp
0x8000aacL,jnb     loc_8001392
0x8000ab2L,xor     eax, eax
0x8000ab4L,test    dl, 2
0x8000ab7L,jz      short loc_8000AC4
0x8000ab9L,mov     ax, [esi]
0x8000abcL,mov     [edi], ax
0x8000abfL,mov     eax, 2
0x8000ac4L,and     edx, 1
0x8000ac7L,jz      short loc_8000ACF
0x8000ac9L,mov     dl, [esi+eax]
0x8000accL,mov     [edi+eax], dl
0x8000acfL,mov     dword ptr [esp+0ACh+var_AC], 1
0x8000ad6L,mov     dword ptr [esp+0ACh+var_AC+4], 0
0x8000adeL,xchg    ax, ax
0x8000ae0L,mov     ebx, ebp
0x8000ae2L,lea     esi, [esi+0]
0x8000ae8L,push    0
0x8000aeaL,push    0Ah
0x8000aecL,mov     esi, dword ptr [esp+0B4h+var_AC]
0x8000af0L,mov     edi, dword ptr [esp+0B4h+var_AC+4]
0x8000af4L,push    edi
0x8000af5L,push    esi
0x8000af6L,call    __umoddi3
0x8000afbL,dec     ebx
0x8000afcL,add     esp, 10h
0x8000affL,add     eax, 30h
0x8000b02L,mov     [ebx], al
0x8000b04L,push    0
0x8000b06L,push    0Ah
0x8000b08L,push    edi
0x8000b09L,push    esi
0x8000b0aL,call    __udivdi3
0x8000b0fL,add     esp, 10h
0x8000b12L,mov     ecx, edx
0x8000b14L,mov     dword ptr [esp+0ACh+var_AC], eax
0x8000b17L,mov     dword ptr [esp+0ACh+var_AC+4], edx
0x8000b1bL,or      ecx, eax
0x8000b1dL,jnz     short loc_8000AE8
0x8000b1fL,jmp     loc_800046E
0x8000b28L,jbe     loc_8000E48
0x8000b2eL,mov     edi, [esp+0ACh+var_84]
0x8000b32L,mov     ebp, [esp+0ACh+var_80]
0x8000b36L,mov     eax, edi
0x8000b38L,mov     ecx, ebp
0x8000b3aL,mul     edi
0x8000b3cL,imul    ecx, edi
0x8000b3fL,mov     dword ptr [esp+0ACh+var_AC+4], edx
0x8000b43L,add     ecx, ecx
0x8000b45L,mov     dword ptr [esp+0ACh+var_AC], eax
0x8000b48L,mov     eax, dword ptr [esp+0ACh+var_AC+4]
0x8000b4cL,add     eax, ecx
0x8000b4eL,mov     dword ptr [esp+0ACh+var_AC+4], eax
0x8000b52L,mov     eax, dword ptr [esp+0ACh+var_AC+4]
0x8000b56L,cmp     [esp+0ACh+var_98], eax
0x8000b5aL,jnb     short loc_8000B70
0x8000b5cL,mov     [esp+0ACh+var_8C], 2
0x8000b64L,jmp     loc_8000495
0x8000b70L,jbe     loc_8000E60
0x8000b76L,mov     ecx, dword ptr [esp+0ACh+var_AC+4]
0x8000b7aL,mov     edi, [esp+0ACh+var_84]
0x8000b7eL,mov     edx, dword ptr [esp+0ACh+var_AC]
0x8000b81L,mov     ebp, [esp+0ACh+var_80]
0x8000b85L,imul    edx, ebp
0x8000b88L,imul    ecx, edi
0x8000b8bL,mov     eax, dword ptr [esp+0ACh+var_AC]
0x8000b8eL,add     ecx, edx
0x8000b90L,mul     edi
0x8000b92L,mov     dword ptr [esp+0ACh+var_AC+4], edx
0x8000b96L,mov     dword ptr [esp+0ACh+var_AC], eax
0x8000b99L,mov     eax, dword ptr [esp+0ACh+var_AC+4]
0x8000b9dL,add     eax, ecx
0x8000b9fL,mov     dword ptr [esp+0ACh+var_AC+4], eax
0x8000ba3L,mov     eax, dword ptr [esp+0ACh+var_AC+4]
0x8000ba7L,cmp     [esp+0ACh+var_98], eax
0x8000babL,jnb     loc_8000C30
0x8000bb1L,mov     [esp+0ACh+var_8C], 3
0x8000bb9L,jmp     loc_8000495
0x8000bc0L,fnstcw  [esp+0ACh+var_4E]
0x8000bc4L,fsubr   st(1), st
0x8000bc6L,fxch    st(1)
0x8000bc8L,mov     ax, [esp+0ACh+var_4E]
0x8000bcdL,mov     ah, 0Ch
0x8000bcfL,mov     [esp+0ACh+var_50], ax
0x8000bd4L,fldcw   [esp+0ACh+var_50]
0x8000bd8L,fistp   [esp+0ACh+var_5C]
0x8000bdcL,fldcw   [esp+0ACh+var_4E]
0x8000be0L,mov     ebx, dword ptr [esp+0ACh+var_5C+4]
0x8000be4L,mov     ecx, dword ptr [esp+0ACh+var_5C]
0x8000be8L,lea     eax, [ebx+80000000h]
0x8000beeL,mov     ebx, eax
0x8000bf0L,jmp     loc_800075D
0x8000bf8L,fnstcw  [esp+0ACh+var_4E]
0x8000bfcL,fsubr   st(1), st
0x8000bfeL,fxch    st(1)
0x8000c00L,mov     ax, [esp+0ACh+var_4E]
0x8000c05L,mov     ah, 0Ch
0x8000c07L,mov     [esp+0ACh+var_50], ax
0x8000c0cL,fldcw   [esp+0ACh+var_50]
0x8000c10L,fistp   [esp+0ACh+var_5C]
0x8000c14L,fldcw   [esp+0ACh+var_4E]
0x8000c18L,mov     ebx, dword ptr [esp+0ACh+var_5C+4]
0x8000c1cL,mov     ecx, dword ptr [esp+0ACh+var_5C]
0x8000c20L,lea     eax, [ebx+80000000h]
0x8000c26L,mov     ebx, eax
0x8000c28L,jmp     loc_8000277
0x8000c30L,jbe     loc_8000E78
0x8000c36L,mov     ecx, dword ptr [esp+0ACh+var_AC+4]
0x8000c3aL,mov     edi, [esp+0ACh+var_84]
0x8000c3eL,mov     edx, dword ptr [esp+0ACh+var_AC]
0x8000c41L,mov     ebp, [esp+0ACh+var_80]
0x8000c45L,imul    edx, ebp
0x8000c48L,imul    ecx, edi
0x8000c4bL,mov     eax, dword ptr [esp+0ACh+var_AC]
0x8000c4eL,add     ecx, edx
0x8000c50L,mul     edi
0x8000c52L,mov     dword ptr [esp+0ACh+var_AC+4], edx
0x8000c56L,mov     dword ptr [esp+0ACh+var_AC], eax
0x8000c59L,mov     eax, dword ptr [esp+0ACh+var_AC+4]
0x8000c5dL,add     eax, ecx
0x8000c5fL,mov     dword ptr [esp+0ACh+var_AC+4], eax
0x8000c63L,mov     eax, dword ptr [esp+0ACh+var_AC+4]
0x8000c67L,cmp     [esp+0ACh+var_98], eax
0x8000c6bL,jnb     short loc_8000C80
0x8000c6dL,mov     [esp+0ACh+var_8C], 4
0x8000c75L,jmp     loc_8000495
0x8000c80L,jbe     loc_8000E90
0x8000c86L,mov     ecx, dword ptr [esp+0ACh+var_AC+4]
0x8000c8aL,mov     edi, [esp+0ACh+var_84]
0x8000c8eL,mov     ebp, [esp+0ACh+var_80]
0x8000c92L,mov     edx, dword ptr [esp+0ACh+var_AC]
0x8000c95L,imul    edx, ebp
0x8000c98L,imul    ecx, edi
0x8000c9bL,mov     eax, dword ptr [esp+0ACh+var_AC]
0x8000c9eL,add     ecx, edx
0x8000ca0L,mul     edi
0x8000ca2L,mov     dword ptr [esp+0ACh+var_AC+4], edx
0x8000ca6L,mov     dword ptr [esp+0ACh+var_AC], eax
0x8000ca9L,mov     ebp, dword ptr [esp+0ACh+var_AC+4]
0x8000cadL,add     ebp, ecx
0x8000cafL,mov     dword ptr [esp+0ACh+var_AC+4], ebp
0x8000cb3L,mov     eax, dword ptr [esp+0ACh+var_AC+4]
0x8000cb7L,cmp     [esp+0ACh+var_98], eax
0x8000cbbL,jnb     short loc_8000CD0
0x8000cbdL,mov     [esp+0ACh+var_8C], 5
0x8000cc5L,jmp     loc_8000495
0x8000cd0L,jbe     loc_8000EA8
0x8000cd6L,mov     edi, [esp+0ACh+var_84]
0x8000cdaL,mov     ecx, dword ptr [esp+0ACh+var_AC+4]
0x8000cdeL,mov     edx, dword ptr [esp+0ACh+var_AC]
0x8000ce1L,mov     ebp, [esp+0ACh+var_80]
0x8000ce5L,imul    ecx, edi
0x8000ce8L,imul    edx, ebp
0x8000cebL,mov     eax, dword ptr [esp+0ACh+var_AC]
0x8000ceeL,add     ecx, edx
0x8000cf0L,mul     edi
0x8000cf2L,mov     dword ptr [esp+0ACh+var_AC+4], edx
0x8000cf6L,mov     dword ptr [esp+0ACh+var_AC], eax
0x8000cf9L,mov     edi, dword ptr [esp+0ACh+var_AC+4]
0x8000cfdL,add     edi, ecx
0x8000cffL,mov     dword ptr [esp+0ACh+var_AC+4], edi
0x8000d03L,mov     eax, dword ptr [esp+0ACh+var_AC+4]
0x8000d07L,cmp     [esp+0ACh+var_98], eax
0x8000d0bL,jnb     short loc_8000D78
0x8000d0dL,mov     [esp+0ACh+var_8C], 6
0x8000d15L,jmp     loc_8000495
0x8000d20L,ja      short loc_8000D58
0x8000d22L,mov     eax, [esp+0ACh+var_64]
0x8000d26L,cmp     [esp+0ACh+var_6C], eax
0x8000d2aL,ja      short loc_8000D58
0x8000d2cL,mov     eax, [esp+0ACh+var_60]
0x8000d30L,cmp     [esp+0ACh+var_68], eax
0x8000d34L,jb      loc_80003B2
0x8000d3aL,ja      short loc_8000D4A
0x8000d3cL,mov     eax, [esp+0ACh+var_64]
0x8000d40L,cmp     [esp+0ACh+var_6C], eax
0x8000d44L,jb      loc_80003B2
0x8000d4aL,mov     esi, 2
0x8000d4fL,jmp     loc_80005A9
0x8000d58L,mov     eax, [esp+0ACh+var_64]
0x8000d5cL,mov     edx, [esp+0ACh+var_60]
0x8000d60L,mov     ecx, eax
0x8000d62L,or      ecx, edx
0x8000d64L,setnz   al
0x8000d67L,and     eax, 0FFh
0x8000d6cL,mov     esi, eax
0x8000d6eL,jmp     loc_80005A9
0x8000d78L,jbe     loc_8000EBA
0x8000d7eL,mov     edi, [esp+0ACh+var_84]
0x8000d82L,mov     ebp, [esp+0ACh+var_80]
0x8000d86L,mov     ecx, dword ptr [esp+0ACh+var_AC+4]
0x8000d8aL,mov     edx, dword ptr [esp+0ACh+var_AC]
0x8000d8dL,imul    edx, ebp
0x8000d90L,imul    ecx, edi
0x8000d93L,mov     eax, dword ptr [esp+0ACh+var_AC]
0x8000d96L,add     ecx, edx
0x8000d98L,mul     edi
0x8000d9aL,add     edx, ecx
0x8000d9cL,cmp     [esp+0ACh+var_98], edx
0x8000da0L,ja      short loc_8000DB8
0x8000da2L,jb      short loc_8000DAA
0x8000da4L,cmp     [esp+0ACh+var_9C], eax
0x8000da8L,ja      short loc_8000DB8
0x8000daaL,mov     [esp+0ACh+var_8C], 7
0x8000db2L,jmp     loc_8000495
0x8000db8L,mov     [esp+0ACh+var_8C], 8
0x8000dc0L,jmp     loc_8000495
0x8000dc8L,mov     eax, dword ptr [esp+0ACh+var_AC]
0x8000dcbL,mov     edx, esi
0x8000dcdL,and     eax, 1
0x8000dd0L,xor     ebx, ebx
0x8000dd2L,sar     edx, 1Fh
0x8000dd5L,mov     ecx, eax
0x8000dd7L,mov     eax, esi
0x8000dd9L,add     eax, ecx
0x8000ddbL,adc     edx, ebx
0x8000dddL,mov     ecx, eax
0x8000ddfL,or      ecx, edx
0x8000de1L,setnz   al
0x8000de4L,and     eax, 0FFh
0x8000de9L,add     eax, edi
0x8000debL,cmp     eax, 5
0x8000deeL,setnle  al
0x8000df1L,jmp     loc_8000A33
0x8000df8L,mov     ebp, [esp+0ACh+var_90]
0x8000dfcL,mov     [esp+0ACh+var_8C], 0
0x8000e04L,jmp     loc_8000A14
0x8000e10L,fnstcw  [esp+0ACh+var_4E]
0x8000e14L,fsubr   st(1), st
0x8000e16L,fxch    st(1)
0x8000e18L,mov     ax, [esp+0ACh+var_4E]
0x8000e1dL,mov     ah, 0Ch
0x8000e1fL,mov     [esp+0ACh+var_50], ax
0x8000e24L,fldcw   [esp+0ACh+var_50]
0x8000e28L,fistp   [esp+0ACh+var_5C]
0x8000e2cL,fldcw   [esp+0ACh+var_4E]
0x8000e30L,mov     ebx, dword ptr [esp+0ACh+var_5C+4]
0x8000e34L,mov     ecx, dword ptr [esp+0ACh+var_5C]
0x8000e38L,lea     eax, [ebx+80000000h]
0x8000e3eL,mov     ebx, eax
0x8000e40L,jmp     loc_80008A1
0x8000e48L,mov     eax, [esp+0ACh+var_84]
0x8000e4cL,cmp     [esp+0ACh+var_9C], eax
0x8000e50L,jbe     loc_8000998
0x8000e56L,jmp     loc_8000B2E
0x8000e60L,mov     eax, dword ptr [esp+0ACh+var_AC]
0x8000e63L,cmp     [esp+0ACh+var_9C], eax
0x8000e67L,jbe     loc_8000B5C
0x8000e6dL,jmp     loc_8000B76
0x8000e78L,mov     eax, dword ptr [esp+0ACh+var_AC]
0x8000e7bL,cmp     [esp+0ACh+var_9C], eax
0x8000e7fL,jbe     loc_8000BB1
0x8000e85L,jmp     loc_8000C36
0x8000e90L,mov     eax, dword ptr [esp+0ACh+var_AC]
0x8000e93L,cmp     [esp+0ACh+var_9C], eax
0x8000e97L,jbe     loc_8000C6D
0x8000e9dL,jmp     loc_8000C86
0x8000ea8L,mov     eax, dword ptr [esp+0ACh+var_AC]
0x8000eabL,cmp     [esp+0ACh+var_9C], eax
0x8000eafL,jbe     loc_8000CBD
0x8000eb5L,jmp     loc_8000CD6
0x8000ebaL,mov     eax, dword ptr [esp+0ACh+var_AC]
0x8000ebdL,cmp     [esp+0ACh+var_9C], eax
0x8000ec1L,jbe     loc_8000D0D
0x8000ec7L,jmp     loc_8000D7E
0x8000eccL,jb      short loc_8000EDB
0x8000eceL,mov     eax, dword ptr [esp+0ACh+var_AC]
0x8000ed1L,cmp     [esp+0ACh+var_84], eax
0x8000ed5L,ja      loc_8000654
0x8000edbL,mov     ebx, [esp+0ACh+var_80]
0x8000edfL,push    ebx
0x8000ee0L,mov     edi, [esp+0B0h+var_84]
0x8000ee4L,push    edi
0x8000ee5L,mov     eax, dword ptr [esp+0B4h+var_AC+4]
0x8000ee9L,push    eax
0x8000eeaL,mov     eax, dword ptr [esp+0B8h+var_AC]
0x8000eeeL,push    eax
0x8000eefL,call    __umoddi3
0x8000ef4L,add     esp, 10h
0x8000ef7L,mov     ecx, [esp+0ACh+var_8C]
0x8000efbL,lea     eax, [eax+eax*4]
0x8000efeL,xor     edx, edx
0x8000f00L,lea     eax, [ecx+eax*2]
0x8000f03L,mov     ecx, esi
0x8000f05L,div     ebp
0x8000f07L,sar     ecx, 1
0x8000f09L,mov     [esp+0ACh+var_8C], eax
0x8000f0dL,mov     eax, [esp+0ACh+var_80]
0x8000f11L,push    eax
0x8000f12L,lea     ebx, [ecx+edx*2]
0x8000f15L,mov     eax, [esp+0B0h+var_84]
0x8000f19L,push    eax
0x8000f1aL,mov     eax, dword ptr [esp+0B4h+var_AC+4]
0x8000f1eL,push    eax
0x8000f1fL,mov     eax, dword ptr [esp+0B8h+var_AC]
0x8000f23L,push    eax
0x8000f24L,call    __udivdi3
0x8000f29L,add     esp, 10h
0x8000f2cL,cmp     ebp, ebx
0x8000f2eL,mov     dword ptr [esp+0ACh+var_AC], eax
0x8000f31L,mov     dword ptr [esp+0ACh+var_AC+4], edx
0x8000f35L,mov     edi, [esp+0ACh+var_8C]
0x8000f39L,ja      loc_8001010
0x8000f3fL,add     ebx, esi
0x8000f41L,cmp     ebp, ebx
0x8000f43L,sbb     esi, esi
0x8000f45L,xor     esi, 0FFFFFFFFh
0x8000f48L,add     esi, 3
0x8000f4bL,mov     eax, dword ptr [esp+0ACh+var_AC+4]
0x8000f4fL,cmp     [esp+0ACh+var_80], eax
0x8000f53L,jbe     short loc_8000F79
0x8000f55L,mov     [esp+0ACh+var_8C], 2
0x8000f5dL,jmp     loc_8000660
0x8000f68L,add     ebx, esi
0x8000f6aL,setnz   al
0x8000f6dL,and     eax, 0FFh
0x8000f72L,mov     esi, eax
0x8000f74L,jmp     loc_8000646
0x8000f79L,jb      short loc_8000F84
0x8000f7bL,mov     eax, dword ptr [esp+0ACh+var_AC]
0x8000f7eL,cmp     [esp+0ACh+var_84], eax
0x8000f82L,ja      short loc_8000F55
0x8000f84L,mov     eax, [esp+0ACh+var_80]
0x8000f88L,push    eax
0x8000f89L,mov     eax, [esp+0B0h+var_84]
0x8000f8dL,push    eax
0x8000f8eL,mov     eax, dword ptr [esp+0B4h+var_AC+4]
0x8000f92L,push    eax
0x8000f93L,mov     eax, dword ptr [esp+0B8h+var_AC]
0x8000f97L,push    eax
0x8000f98L,call    __umoddi3
0x8000f9dL,add     esp, 10h
0x8000fa0L,mov     ecx, [esp+0ACh+var_8C]
0x8000fa4L,lea     eax, [eax+eax*4]
0x8000fa7L,xor     edx, edx
0x8000fa9L,lea     eax, [ecx+eax*2]
0x8000facL,mov     ecx, esi
0x8000faeL,div     ebp
0x8000fb0L,sar     ecx, 1
0x8000fb2L,mov     [esp+0ACh+var_8C], eax
0x8000fb6L,mov     eax, [esp+0ACh+var_80]
0x8000fbaL,push    eax
0x8000fbbL,lea     ebx, [ecx+edx*2]
0x8000fbeL,mov     eax, [esp+0B0h+var_84]
0x8000fc2L,push    eax
0x8000fc3L,mov     edx, dword ptr [esp+0B4h+var_AC+4]
0x8000fc7L,push    edx
0x8000fc8L,mov     ecx, dword ptr [esp+0B8h+var_AC]
0x8000fccL,push    ecx
0x8000fcdL,call    __udivdi3
0x8000fd2L,add     esp, 10h
0x8000fd5L,cmp     ebp, ebx
0x8000fd7L,mov     dword ptr [esp+0ACh+var_AC], eax
0x8000fdaL,mov     dword ptr [esp+0ACh+var_AC+4], edx
0x8000fdeL,mov     edi, [esp+0ACh+var_8C]
0x8000fe2L,ja      loc_80010B8
0x8000fe8L,add     ebx, esi
0x8000feaL,cmp     ebp, ebx
0x8000fecL,sbb     esi, esi
0x8000feeL,xor     esi, 0FFFFFFFFh
0x8000ff1L,add     esi, 3
0x8000ff4L,mov     eax, [esp+0ACh+var_80]
0x8000ff8L,cmp     dword ptr [esp+0ACh+var_AC+4], eax
0x8000ffcL,jnb     short loc_8001021
0x8000ffeL,mov     [esp+0ACh+var_8C], 3
0x8001006L,jmp     loc_8000660
0x8001010L,add     ebx, esi
0x8001012L,setnz   al
0x8001015L,and     eax, 0FFh
0x800101aL,mov     esi, eax
0x800101cL,jmp     loc_8000F4B
0x8001021L,ja      short loc_800102C
0x8001023L,mov     eax, [esp+0ACh+var_84]
0x8001027L,cmp     dword ptr [esp+0ACh+var_AC], eax
0x800102aL,jb      short loc_8000FFE
0x800102cL,mov     eax, [esp+0ACh+var_80]
0x8001030L,push    eax
0x8001031L,mov     eax, [esp+0B0h+var_84]
0x8001035L,push    eax
0x8001036L,mov     eax, dword ptr [esp+0B4h+var_AC+4]
0x800103aL,push    eax
0x800103bL,mov     eax, dword ptr [esp+0B8h+var_AC]
0x800103fL,push    eax
0x8001040L,call    __umoddi3
0x8001045L,add     esp, 10h
0x8001048L,mov     ecx, [esp+0ACh+var_8C]
0x800104cL,lea     eax, [eax+eax*4]
0x800104fL,xor     edx, edx
0x8001051L,lea     eax, [ecx+eax*2]
0x8001054L,mov     ecx, esi
0x8001056L,div     ebp
0x8001058L,sar     ecx, 1
0x800105aL,mov     [esp+0ACh+var_8C], eax
0x800105eL,mov     eax, [esp+0ACh+var_80]
0x8001062L,push    eax
0x8001063L,lea     ebx, [ecx+edx*2]
0x8001066L,mov     edx, [esp+0B0h+var_84]
0x800106aL,push    edx
0x800106bL,mov     ecx, dword ptr [esp+0B4h+var_AC+4]
0x800106fL,push    ecx
0x8001070L,mov     edi, dword ptr [esp+0B8h+var_AC]
0x8001074L,push    edi
0x8001075L,call    __udivdi3
0x800107aL,add     esp, 10h
0x800107dL,cmp     ebp, ebx
0x800107fL,mov     dword ptr [esp+0ACh+var_AC], eax
0x8001082L,mov     dword ptr [esp+0ACh+var_AC+4], edx
0x8001086L,mov     edi, [esp+0ACh+var_8C]
0x800108aL,ja      loc_8001160
0x8001090L,add     ebx, esi
0x8001092L,cmp     ebp, ebx
0x8001094L,sbb     esi, esi
0x8001096L,xor     esi, 0FFFFFFFFh
0x8001099L,add     esi, 3
0x800109cL,mov     eax, [esp+0ACh+var_80]
0x80010a0L,cmp     dword ptr [esp+0ACh+var_AC+4], eax
0x80010a4L,jnb     short loc_80010C9
0x80010a6L,mov     [esp+0ACh+var_8C], 4
0x80010aeL,jmp     loc_8000660
0x80010b8L,add     ebx, esi
0x80010baL,setnz   al
0x80010bdL,and     eax, 0FFh
0x80010c2L,mov     esi, eax
0x80010c4L,jmp     loc_8000FF4
0x80010c9L,ja      short loc_80010D4
0x80010cbL,mov     eax, [esp+0ACh+var_84]
0x80010cfL,cmp     dword ptr [esp+0ACh+var_AC], eax
0x80010d2L,jb      short loc_80010A6
0x80010d4L,mov     eax, [esp+0ACh+var_80]
0x80010d8L,push    eax
0x80010d9L,mov     eax, [esp+0B0h+var_84]
0x80010ddL,push    eax
0x80010deL,mov     eax, dword ptr [esp+0B4h+var_AC+4]
0x80010e2L,push    eax
0x80010e3L,mov     eax, dword ptr [esp+0B8h+var_AC]
